date,price,p_code
2021-07-24,,AW_A00200
2021-07-24,,AW_A00091
2021-07-24,,AW_A00092
2021-07-24,,AW_A00033
2021-07-24,,AW_A00034
2021-07-24,,AW_A00021
2021-07-24,,AW_A00022
2021-07-24,,AW_A00008
2021-07-24,,AW_A00009
2021-07-17,,AW_A00115
2021-07-17,,AW_A00116
2021-07-17,,AW_A00152
2021-07-17,,AW_A00153
2021-07-17,,AW_A00198
2021-07-17,,AW_A00200
2021-07-17,,AW_A00091
2021-07-17,,AW_A00092
2021-07-17,,AW_A00033
2021-07-17,,AW_A00034
2021-07-17,,AW_A00021
2021-07-17,,AW_A00022
2021-07-17,,AW_A00008
2021-07-17,,AW_A00009
2021-07-10,,AW_A00115
2021-07-10,,AW_A00116
2021-07-10,,AW_A00152
2021-07-10,,AW_A00153
2021-07-10,,AW_A00198
2021-07-10,,AW_A00200
2021-07-10,,AW_A00091
2021-07-10,,AW_A00092
2021-07-10,,AW_A00033
2021-07-10,,AW_A00034
2021-07-10,,AW_A00021
2021-07-10,,AW_A00022
2021-07-10,,AW_A00008
2021-07-10,,AW_A00009
2021-07-03,,AW_A00115
2021-07-03,,AW_A00116
2021-07-03,,AW_A00152
2021-07-03,,AW_A00153
2021-07-03,,AW_A00198
2021-07-03,,AW_A00200
2021-07-03,,AW_A00091
2021-07-03,,AW_A00092
2021-07-03,,AW_A00033
2021-07-03,,AW_A00034
2021-07-03,,AW_A00021
2021-07-03,,AW_A00022
2021-07-03,,AW_A00008
2021-07-03,,AW_A00009
2021-06-26,,AW_A00115
2021-06-26,,AW_A00116
2021-06-26,,AW_A00152
2021-06-26,,AW_A00153
2021-06-26,,AW_A00198
2021-06-26,,AW_A00200
2021-06-26,,AW_A00091
2021-06-26,,AW_A00092
2021-06-26,,AW_A00033
2021-06-26,,AW_A00034
2021-06-26,,AW_A00021
2021-06-26,,AW_A00022
2021-06-26,,AW_A00008
2021-06-26,,AW_A00009
2022-06-23,,AW_A00066
2022-06-23,,AW_A00067
2022-06-22,,AW_A00066
2022-06-22,,AW_A00067
2022-06-21,,AW_A00066
2022-06-21,,AW_A00067
2022-06-20,,AW_A00066
2022-06-20,,AW_A00067
2022-06-18,,AW_A00084
2022-06-18,,AW_A00085
2022-06-18,,AW_A00122
2022-06-18,,AW_A00123
2022-06-18,,AW_A00113
2022-06-18,,AW_A00114
2022-06-18,,AW_A00101
2022-06-18,,AW_A00102
2022-06-18,,AW_A00103
2022-06-18,,AW_A00104
2022-06-18,,AW_A00126
2022-06-18,,AW_A00127
2022-06-18,,AW_A00111
2022-06-18,,AW_A00112
2022-06-18,,AW_A00150
2022-06-18,,AW_A00151
2022-06-18,,AW_A00136
2022-06-18,,AW_A00137
2022-06-18,,AW_A00138
2022-06-18,,AW_A00139
2022-06-18,,AW_A00120
2022-06-18,,AW_A00121
2022-06-18,,AW_A00196
2022-06-18,,AW_A00197
2022-06-18,,AW_A00156
2022-06-18,,AW_A00157
2022-06-18,,AW_A00064
2022-06-18,,AW_A00065
2022-06-18,,AW_A00039
2022-06-18,,AW_A00040
2022-06-18,,AW_A00041
2022-06-18,,AW_A00128
2022-06-18,,AW_A00129
2022-06-18,,AW_A00016
2022-06-18,,AW_A00017
2022-06-18,,AW_A00010
2022-06-18,,AW_A00011
2022-06-18,,AW_A00174
2022-06-18,,AW_A00175
2022-06-18,,AW_A00176
2022-06-18,,AW_A00177
2022-06-18,,AW_A00180
2022-06-18,,AW_A00181
2022-06-18,,AW_A00178
2022-06-18,,AW_A00179
2022-06-18,,AW_A00093
2022-06-18,,AW_A00094
2022-06-18,,AW_A00184
2022-06-18,,AW_A00185
2022-06-18,,AW_A00124
2022-06-18,,AW_A00125
2022-06-18,,AW_A00044
2022-06-18,,AW_A00045
2022-06-18,,AW_A00141
2022-06-18,,AW_A00142
2022-06-18,,AW_A00108
2022-06-18,,AW_A00109
2022-06-18,,AW_A00110
2022-06-18,,AW_A00070
2022-06-18,,AW_A00071
2022-06-18,,AW_A00031
2022-06-18,,AW_A00032
2022-06-18,,AW_A00188
2022-06-18,,AW_A00189
2022-06-18,,AW_A00160
2022-06-18,,AW_A00161
2022-06-18,,AW_A00057
2022-06-18,,AW_A00058
2022-06-18,,AW_A00029
2022-06-18,,AW_A00030
2022-06-18,,AW_A00027
2022-06-18,,AW_A00028
2022-06-18,,AW_A00042
2022-06-18,,AW_A00043
2022-06-17,,AW_A00066
2022-06-17,,AW_A00067
2022-06-16,,AW_A00066
2022-06-16,,AW_A00067
2022-06-11,,AW_A00084
2022-06-11,,AW_A00085
2022-06-11,,AW_A00122
2022-06-11,,AW_A00123
2022-06-11,,AW_A00113
2022-06-11,,AW_A00114
2022-06-11,,AW_A00101
2022-06-11,,AW_A00102
2022-06-11,,AW_A00103
2022-06-11,,AW_A00104
2022-06-11,,AW_A00126
2022-06-11,,AW_A00127
2022-06-11,,AW_A00111
2022-06-11,,AW_A00112
2022-06-11,,AW_A00150
2022-06-11,,AW_A00151
2022-06-11,,AW_A00136
2022-06-11,,AW_A00137
2022-06-11,,AW_A00138
2022-06-11,,AW_A00139
2022-06-11,,AW_A00120
2022-06-11,,AW_A00121
2022-06-11,,AW_A00196
2022-06-11,,AW_A00197
2022-06-11,,AW_A00156
2022-06-11,,AW_A00157
2022-06-11,,AW_A00064
2022-06-11,,AW_A00065
2022-06-11,,AW_A00066
2022-06-11,,AW_A00067
2022-06-11,,AW_A00039
2022-06-11,,AW_A00040
2022-06-11,,AW_A00041
2022-06-11,,AW_A00128
2022-06-11,,AW_A00129
2022-06-11,,AW_A00016
2022-06-11,,AW_A00017
2022-06-11,,AW_A00010
2022-06-11,,AW_A00011
2022-06-11,,AW_A00174
2022-06-11,,AW_A00175
2022-06-11,,AW_A00176
2022-06-11,,AW_A00177
2022-06-11,,AW_A00180
2022-06-11,,AW_A00181
2022-06-11,,AW_A00178
2022-06-11,,AW_A00179
2022-06-11,,AW_A00093
2022-06-11,,AW_A00094
2022-06-11,,AW_A00184
2022-06-11,,AW_A00185
2022-06-11,,AW_A00124
2022-06-11,,AW_A00125
2022-06-11,,AW_A00044
2022-06-11,,AW_A00045
2022-06-11,,AW_A00141
2022-06-11,,AW_A00142
2022-06-11,,AW_A00108
2022-06-11,,AW_A00109
2022-06-11,,AW_A00110
2022-06-11,,AW_A00070
2022-06-11,,AW_A00071
2022-06-11,,AW_A00031
2022-06-11,,AW_A00032
2022-06-11,,AW_A00188
2022-06-11,,AW_A00189
2022-06-11,,AW_A00160
2022-06-11,,AW_A00161
2022-06-11,,AW_A00057
2022-06-11,,AW_A00058
2022-06-11,,AW_A00029
2022-06-11,,AW_A00030
2022-06-11,,AW_A00027
2022-06-11,,AW_A00028
2022-06-11,,AW_A00042
2022-06-11,,AW_A00043
2022-06-06,,AW_A00084
2022-06-06,,AW_A00085
2022-06-06,,AW_A00122
2022-06-06,,AW_A00123
2022-06-06,,AW_A00113
2022-06-06,,AW_A00114
2022-06-06,,AW_A00101
2022-06-06,,AW_A00102
2022-06-06,,AW_A00103
2022-06-06,,AW_A00104
2022-06-06,,AW_A00126
2022-06-06,,AW_A00127
2022-06-06,,AW_A00111
2022-06-06,,AW_A00112
2022-06-06,,AW_A00150
2022-06-06,,AW_A00151
2022-06-06,,AW_A00136
2022-06-06,,AW_A00137
2022-06-06,,AW_A00138
2022-06-06,,AW_A00139
2022-06-06,,AW_A00120
2022-06-06,,AW_A00121
2022-06-06,,AW_A00196
2022-06-06,,AW_A00197
2022-06-06,,AW_A00156
2022-06-06,,AW_A00157
2022-06-06,,AW_A00066
2022-06-06,,AW_A00067
2022-06-06,,AW_A00039
2022-06-06,,AW_A00040
2022-06-06,,AW_A00041
2022-06-06,,AW_A00128
2022-06-06,,AW_A00129
2022-06-06,,AW_A00016
2022-06-06,,AW_A00017
2022-06-06,,AW_A00010
2022-06-06,,AW_A00011
2022-06-06,,AW_A00174
2022-06-06,,AW_A00175
2022-06-06,,AW_A00176
2022-06-06,,AW_A00177
2022-06-06,,AW_A00180
2022-06-06,,AW_A00181
2022-06-06,,AW_A00178
2022-06-06,,AW_A00179
2022-06-06,,AW_A00093
2022-06-06,,AW_A00094
2022-06-06,,AW_A00184
2022-06-06,,AW_A00185
2022-06-06,,AW_A00124
2022-06-06,,AW_A00125
2022-06-06,,AW_A00044
2022-06-06,,AW_A00045
2022-06-06,,AW_A00141
2022-06-06,,AW_A00142
2022-06-06,,AW_A00108
2022-06-06,,AW_A00109
2022-06-06,,AW_A00110
2022-06-06,,AW_A00070
2022-06-06,,AW_A00071
2022-06-06,,AW_A00031
2022-06-06,,AW_A00032
2022-06-06,,AW_A00188
2022-06-06,,AW_A00189
2022-06-06,,AW_A00160
2022-06-06,,AW_A00161
2022-06-06,,AW_A00057
2022-06-06,,AW_A00058
2022-06-06,,AW_A00029
2022-06-06,,AW_A00030
2022-06-06,,AW_A00027
2022-06-06,,AW_A00028
2022-06-06,,AW_A00042
2022-06-06,,AW_A00043
2022-06-04,,AW_A00084
2022-06-04,,AW_A00085
2022-06-04,,AW_A00122
2022-06-04,,AW_A00123
2022-06-04,,AW_A00113
2022-06-04,,AW_A00114
2022-06-04,,AW_A00101
2022-06-04,,AW_A00102
2022-06-04,,AW_A00103
2022-06-04,,AW_A00104
2022-06-04,,AW_A00126
2022-06-04,,AW_A00127
2022-06-04,,AW_A00111
2022-06-04,,AW_A00112
2022-06-04,,AW_A00150
2022-06-04,,AW_A00151
2022-06-04,,AW_A00136
2022-06-04,,AW_A00137
2022-06-04,,AW_A00138
2022-06-04,,AW_A00139
2022-06-04,,AW_A00120
2022-06-04,,AW_A00121
2022-06-04,,AW_A00196
2022-06-04,,AW_A00197
2022-06-04,,AW_A00156
2022-06-04,,AW_A00157
2022-06-04,,AW_A00064
2022-06-04,,AW_A00065
2022-06-04,,AW_A00066
2022-06-04,,AW_A00067
2022-06-04,,AW_A00039
2022-06-04,,AW_A00040
2022-06-04,,AW_A00041
2022-06-04,,AW_A00128
2022-06-04,,AW_A00129
2022-06-04,,AW_A00016
2022-06-04,,AW_A00017
2022-06-04,,AW_A00010
2022-06-04,,AW_A00011
2022-06-04,,AW_A00174
2022-06-04,,AW_A00175
2022-06-04,,AW_A00176
2022-06-04,,AW_A00177
2022-06-04,,AW_A00180
2022-06-04,,AW_A00181
2022-06-04,,AW_A00178
2022-06-04,,AW_A00179
2022-06-04,,AW_A00093
2022-06-04,,AW_A00094
2022-06-04,,AW_A00184
2022-06-04,,AW_A00185
2022-06-04,,AW_A00124
2022-06-04,,AW_A00125
2022-06-04,,AW_A00044
2022-06-04,,AW_A00045
2022-06-04,,AW_A00141
2022-06-04,,AW_A00142
2022-06-04,,AW_A00108
2022-06-04,,AW_A00109
2022-06-04,,AW_A00110
2022-06-04,,AW_A00070
2022-06-04,,AW_A00071
2022-06-04,,AW_A00031
2022-06-04,,AW_A00032
2022-06-04,,AW_A00188
2022-06-04,,AW_A00189
2022-06-04,,AW_A00160
2022-06-04,,AW_A00161
2022-06-04,,AW_A00057
2022-06-04,,AW_A00058
2022-06-04,,AW_A00029
2022-06-04,,AW_A00030
2022-06-04,,AW_A00027
2022-06-04,,AW_A00028
2022-06-04,,AW_A00042
2022-06-04,,AW_A00043
2022-06-01,,AW_A00084
2022-06-01,,AW_A00085
2022-06-01,,AW_A00122
2022-06-01,,AW_A00123
2022-06-01,,AW_A00113
2022-06-01,,AW_A00114
2022-06-01,,AW_A00101
2022-06-01,,AW_A00102
2022-06-01,,AW_A00103
2022-06-01,,AW_A00104
2022-06-01,,AW_A00126
2022-06-01,,AW_A00127
2022-06-01,,AW_A00111
2022-06-01,,AW_A00112
2022-06-01,,AW_A00150
2022-06-01,,AW_A00151
2022-06-01,,AW_A00136
2022-06-01,,AW_A00137
2022-06-01,,AW_A00138
2022-06-01,,AW_A00139
2022-06-01,,AW_A00120
2022-06-01,,AW_A00121
2022-06-01,,AW_A00196
2022-06-01,,AW_A00197
2022-06-01,,AW_A00156
2022-06-01,,AW_A00157
2022-06-01,,AW_A00066
2022-06-01,,AW_A00067
2022-06-01,,AW_A00039
2022-06-01,,AW_A00040
2022-06-01,,AW_A00041
2022-06-01,,AW_A00128
2022-06-01,,AW_A00129
2022-06-01,,AW_A00016
2022-06-01,,AW_A00017
2022-06-01,,AW_A00010
2022-06-01,,AW_A00011
2022-06-01,,AW_A00174
2022-06-01,,AW_A00175
2022-06-01,,AW_A00176
2022-06-01,,AW_A00177
2022-06-01,,AW_A00180
2022-06-01,,AW_A00181
2022-06-01,,AW_A00178
2022-06-01,,AW_A00179
2022-06-01,,AW_A00093
2022-06-01,,AW_A00094
2022-06-01,,AW_A00184
2022-06-01,,AW_A00185
2022-06-01,,AW_A00124
2022-06-01,,AW_A00125
2022-06-01,,AW_A00044
2022-06-01,,AW_A00045
2022-06-01,,AW_A00141
2022-06-01,,AW_A00142
2022-06-01,,AW_A00108
2022-06-01,,AW_A00109
2022-06-01,,AW_A00110
2022-06-01,,AW_A00070
2022-06-01,,AW_A00071
2022-06-01,,AW_A00031
2022-06-01,,AW_A00032
2022-06-01,,AW_A00188
2022-06-01,,AW_A00189
2022-06-01,,AW_A00160
2022-06-01,,AW_A00161
2022-06-01,,AW_A00057
2022-06-01,,AW_A00058
2022-06-01,,AW_A00029
2022-06-01,,AW_A00030
2022-06-01,,AW_A00027
2022-06-01,,AW_A00028
2022-06-01,,AW_A00042
2022-06-01,,AW_A00043
2022-05-30,,AW_A00086
2022-05-30,,AW_A00087
2022-05-28,,AW_A00084
2022-05-28,,AW_A00085
2022-05-28,,AW_A00122
2022-05-28,,AW_A00123
2022-05-28,,AW_A00113
2022-05-28,,AW_A00114
2022-05-28,,AW_A00101
2022-05-28,,AW_A00102
2022-05-28,,AW_A00103
2022-05-28,,AW_A00104
2022-05-28,,AW_A00126
2022-05-28,,AW_A00127
2022-05-28,,AW_A00111
2022-05-28,,AW_A00112
2022-05-28,,AW_A00150
2022-05-28,,AW_A00151
2022-05-28,,AW_A00136
2022-05-28,,AW_A00137
2022-05-28,,AW_A00138
2022-05-28,,AW_A00139
2022-05-28,,AW_A00120
2022-05-28,,AW_A00121
2022-05-28,,AW_A00196
2022-05-28,,AW_A00197
2022-05-28,,AW_A00156
2022-05-28,,AW_A00157
2022-05-28,,AW_A00066
2022-05-28,,AW_A00067
2022-05-28,,AW_A00039
2022-05-28,,AW_A00040
2022-05-28,,AW_A00041
2022-05-28,,AW_A00128
2022-05-28,,AW_A00129
2022-05-28,,AW_A00016
2022-05-28,,AW_A00017
2022-05-28,,AW_A00010
2022-05-28,,AW_A00011
2022-05-28,,AW_A00174
2022-05-28,,AW_A00175
2022-05-28,,AW_A00176
2022-05-28,,AW_A00177
2022-05-28,,AW_A00180
2022-05-28,,AW_A00181
2022-05-28,,AW_A00178
2022-05-28,,AW_A00179
2022-05-28,,AW_A00093
2022-05-28,,AW_A00094
2022-05-28,,AW_A00184
2022-05-28,,AW_A00185
2022-05-28,,AW_A00124
2022-05-28,,AW_A00125
2022-05-28,,AW_A00044
2022-05-28,,AW_A00045
2022-05-28,,AW_A00141
2022-05-28,,AW_A00142
2022-05-28,,AW_A00108
2022-05-28,,AW_A00109
2022-05-28,,AW_A00110
2022-05-28,,AW_A00070
2022-05-28,,AW_A00071
2022-05-28,,AW_A00031
2022-05-28,,AW_A00032
2022-05-28,,AW_A00188
2022-05-28,,AW_A00189
2022-05-28,,AW_A00160
2022-05-28,,AW_A00161
2022-05-28,,AW_A00057
2022-05-28,,AW_A00058
2022-05-28,,AW_A00029
2022-05-28,,AW_A00030
2022-05-28,,AW_A00027
2022-05-28,,AW_A00028
2022-05-28,,AW_A00042
2022-05-28,,AW_A00043
2022-05-27,,AW_A00086
2022-05-27,,AW_A00087
2022-05-26,,AW_A00086
2022-05-26,,AW_A00087
2022-05-25,,AW_A00086
2022-05-25,,AW_A00087
2022-05-25,,AW_A00048
2022-05-25,,AW_A00049
2022-05-25,,AW_A00186
2022-05-25,,AW_A00187
2022-05-24,,AW_A00086
2022-05-24,,AW_A00087
2022-05-24,,AW_A00048
2022-05-24,,AW_A00049
2022-05-24,,AW_A00186
2022-05-24,,AW_A00187
2022-05-23,,AW_A00086
2022-05-23,,AW_A00087
2022-05-23,,AW_A00048
2022-05-23,,AW_A00049
2022-05-23,,AW_A00186
2022-05-23,,AW_A00187
2022-05-21,,AW_A00084
2022-05-21,,AW_A00085
2022-05-21,,AW_A00122
2022-05-21,,AW_A00123
2022-05-21,,AW_A00113
2022-05-21,,AW_A00114
2022-05-21,,AW_A00101
2022-05-21,,AW_A00102
2022-05-21,,AW_A00103
2022-05-21,,AW_A00104
2022-05-21,,AW_A00126
2022-05-21,,AW_A00127
2022-05-21,,AW_A00111
2022-05-21,,AW_A00112
2022-05-21,,AW_A00150
2022-05-21,,AW_A00151
2022-05-21,,AW_A00136
2022-05-21,,AW_A00137
2022-05-21,,AW_A00138
2022-05-21,,AW_A00139
2022-05-21,,AW_A00120
2022-05-21,,AW_A00121
2022-05-21,,AW_A00196
2022-05-21,,AW_A00197
2022-05-21,,AW_A00156
2022-05-21,,AW_A00157
2022-05-21,,AW_A00066
2022-05-21,,AW_A00067
2022-05-21,,AW_A00039
2022-05-21,,AW_A00040
2022-05-21,,AW_A00041
2022-05-21,,AW_A00128
2022-05-21,,AW_A00129
2022-05-21,,AW_A00016
2022-05-21,,AW_A00017
2022-05-21,,AW_A00010
2022-05-21,,AW_A00011
2022-05-21,,AW_A00174
2022-05-21,,AW_A00175
2022-05-21,,AW_A00176
2022-05-21,,AW_A00177
2022-05-21,,AW_A00180
2022-05-21,,AW_A00181
2022-05-21,,AW_A00178
2022-05-21,,AW_A00179
2022-05-21,,AW_A00093
2022-05-21,,AW_A00094
2022-05-21,,AW_A00184
2022-05-21,,AW_A00185
2022-05-21,,AW_A00124
2022-05-21,,AW_A00125
2022-05-21,,AW_A00044
2022-05-21,,AW_A00045
2022-05-21,,AW_A00141
2022-05-21,,AW_A00142
2022-05-21,,AW_A00108
2022-05-21,,AW_A00109
2022-05-21,,AW_A00110
2022-05-21,,AW_A00070
2022-05-21,,AW_A00071
2022-05-21,,AW_A00031
2022-05-21,,AW_A00032
2022-05-21,,AW_A00188
2022-05-21,,AW_A00189
2022-05-21,,AW_A00160
2022-05-21,,AW_A00161
2022-05-21,,AW_A00057
2022-05-21,,AW_A00058
2022-05-21,,AW_A00029
2022-05-21,,AW_A00030
2022-05-21,,AW_A00027
2022-05-21,,AW_A00028
2022-05-21,,AW_A00042
2022-05-21,,AW_A00043
2022-05-20,,AW_A00086
2022-05-20,,AW_A00087
2022-05-20,,AW_A00048
2022-05-20,,AW_A00049
2022-05-20,,AW_A00186
2022-05-20,,AW_A00187
2022-05-19,,AW_A00086
2022-05-19,,AW_A00087
2022-05-18,,AW_A00086
2022-05-18,,AW_A00087
2022-05-18,,AW_A00048
2022-05-18,,AW_A00049
2022-05-18,,AW_A00186
2022-05-18,,AW_A00187
2022-05-17,,AW_A00086
2022-05-17,,AW_A00087
2022-05-17,,AW_A00048
2022-05-17,,AW_A00049
2022-05-17,,AW_A00186
2022-05-17,,AW_A00187
2022-05-16,,AW_A00048
2022-05-16,,AW_A00049
2022-05-16,,AW_A00186
2022-05-16,,AW_A00187
2022-05-14,,AW_A00084
2022-05-14,,AW_A00085
2022-05-14,,AW_A00086
2022-05-14,,AW_A00087
2022-05-14,,AW_A00122
2022-05-14,,AW_A00123
2022-05-14,,AW_A00113
2022-05-14,,AW_A00114
2022-05-14,,AW_A00101
2022-05-14,,AW_A00102
2022-05-14,,AW_A00103
2022-05-14,,AW_A00104
2022-05-14,,AW_A00126
2022-05-14,,AW_A00127
2022-05-14,,AW_A00111
2022-05-14,,AW_A00112
2022-05-14,,AW_A00150
2022-05-14,,AW_A00151
2022-05-14,,AW_A00136
2022-05-14,,AW_A00137
2022-05-14,,AW_A00138
2022-05-14,,AW_A00139
2022-05-14,,AW_A00120
2022-05-14,,AW_A00121
2022-05-14,,AW_A00196
2022-05-14,,AW_A00197
2022-05-14,,AW_A00156
2022-05-14,,AW_A00157
2022-05-14,,AW_A00066
2022-05-14,,AW_A00067
2022-05-14,,AW_A00039
2022-05-14,,AW_A00040
2022-05-14,,AW_A00041
2022-05-14,,AW_A00128
2022-05-14,,AW_A00129
2022-05-14,,AW_A00016
2022-05-14,,AW_A00017
2022-05-14,,AW_A00010
2022-05-14,,AW_A00011
2022-05-14,,AW_A00174
2022-05-14,,AW_A00175
2022-05-14,,AW_A00176
2022-05-14,,AW_A00177
2022-05-14,,AW_A00180
2022-05-14,,AW_A00181
2022-05-14,,AW_A00178
2022-05-14,,AW_A00179
2022-05-14,,AW_A00093
2022-05-14,,AW_A00094
2022-05-14,,AW_A00184
2022-05-14,,AW_A00185
2022-05-14,,AW_A00124
2022-05-14,,AW_A00125
2022-05-14,,AW_A00044
2022-05-14,,AW_A00045
2022-05-14,,AW_A00141
2022-05-14,,AW_A00142
2022-05-14,,AW_A00108
2022-05-14,,AW_A00109
2022-05-14,,AW_A00110
2022-05-14,,AW_A00070
2022-05-14,,AW_A00071
2022-05-14,,AW_A00031
2022-05-14,,AW_A00032
2022-05-14,,AW_A00188
2022-05-14,,AW_A00189
2022-05-14,,AW_A00160
2022-05-14,,AW_A00161
2022-05-14,,AW_A00057
2022-05-14,,AW_A00058
2022-05-14,,AW_A00029
2022-05-14,,AW_A00030
2022-05-14,,AW_A00027
2022-05-14,,AW_A00028
2022-05-14,,AW_A00042
2022-05-14,,AW_A00043
2022-05-13,,AW_A00048
2022-05-13,,AW_A00049
2022-05-13,,AW_A00186
2022-05-13,,AW_A00187
2022-05-12,,AW_A00048
2022-05-12,,AW_A00049
2022-05-12,,AW_A00186
2022-05-12,,AW_A00187
2022-05-07,,AW_A00086
2022-05-07,,AW_A00087
2022-05-07,,AW_A00122
2022-05-07,,AW_A00123
2022-05-07,,AW_A00113
2022-05-07,,AW_A00114
2022-05-07,,AW_A00101
2022-05-07,,AW_A00102
2022-05-07,,AW_A00103
2022-05-07,,AW_A00104
2022-05-07,,AW_A00126
2022-05-07,,AW_A00127
2022-05-07,,AW_A00111
2022-05-07,,AW_A00112
2022-05-07,,AW_A00150
2022-05-07,,AW_A00151
2022-05-07,,AW_A00136
2022-05-07,,AW_A00137
2022-05-07,,AW_A00138
2022-05-07,,AW_A00139
2022-05-07,,AW_A00120
2022-05-07,,AW_A00121
2022-05-07,,AW_A00196
2022-05-07,,AW_A00197
2022-05-07,,AW_A00156
2022-05-07,,AW_A00157
2022-05-07,,AW_A00048
2022-05-07,,AW_A00049
2022-05-07,,AW_A00066
2022-05-07,,AW_A00067
2022-05-07,,AW_A00039
2022-05-07,,AW_A00040
2022-05-07,,AW_A00041
2022-05-07,,AW_A00128
2022-05-07,,AW_A00129
2022-05-07,,AW_A00016
2022-05-07,,AW_A00017
2022-05-07,,AW_A00010
2022-05-07,,AW_A00011
2022-05-07,,AW_A00174
2022-05-07,,AW_A00175
2022-05-07,,AW_A00176
2022-05-07,,AW_A00177
2022-05-07,,AW_A00180
2022-05-07,,AW_A00181
2022-05-07,,AW_A00178
2022-05-07,,AW_A00179
2022-05-07,,AW_A00093
2022-05-07,,AW_A00094
2022-05-07,,AW_A00186
2022-05-07,,AW_A00187
2022-05-07,,AW_A00184
2022-05-07,,AW_A00185
2022-05-07,,AW_A00124
2022-05-07,,AW_A00125
2022-05-07,,AW_A00044
2022-05-07,,AW_A00045
2022-05-07,,AW_A00141
2022-05-07,,AW_A00142
2022-05-07,,AW_A00108
2022-05-07,,AW_A00109
2022-05-07,,AW_A00110
2022-05-07,,AW_A00070
2022-05-07,,AW_A00071
2022-05-07,,AW_A00031
2022-05-07,,AW_A00032
2022-05-07,,AW_A00188
2022-05-07,,AW_A00189
2022-05-07,,AW_A00160
2022-05-07,,AW_A00161
2022-05-07,,AW_A00057
2022-05-07,,AW_A00058
2022-05-07,,AW_A00029
2022-05-07,,AW_A00030
2022-05-07,,AW_A00027
2022-05-07,,AW_A00028
2022-05-07,,AW_A00042
2022-05-07,,AW_A00043
2022-05-05,,AW_A00086
2022-05-05,,AW_A00087
2022-05-05,,AW_A00122
2022-05-05,,AW_A00123
2022-05-05,,AW_A00113
2022-05-05,,AW_A00114
2022-05-05,,AW_A00101
2022-05-05,,AW_A00102
2022-05-05,,AW_A00103
2022-05-05,,AW_A00104
2022-05-05,,AW_A00126
2022-05-05,,AW_A00127
2022-05-05,,AW_A00111
2022-05-05,,AW_A00112
2022-05-05,,AW_A00150
2022-05-05,,AW_A00151
2022-05-05,,AW_A00136
2022-05-05,,AW_A00137
2022-05-05,,AW_A00138
2022-05-05,,AW_A00139
2022-05-05,,AW_A00120
2022-05-05,,AW_A00121
2022-05-05,,AW_A00196
2022-05-05,,AW_A00197
2022-05-05,,AW_A00156
2022-05-05,,AW_A00157
2022-05-05,,AW_A00048
2022-05-05,,AW_A00049
2022-05-05,,AW_A00066
2022-05-05,,AW_A00067
2022-05-05,,AW_A00039
2022-05-05,,AW_A00040
2022-05-05,,AW_A00041
2022-05-05,,AW_A00128
2022-05-05,,AW_A00129
2022-05-05,,AW_A00016
2022-05-05,,AW_A00017
2022-05-05,,AW_A00010
2022-05-05,,AW_A00011
2022-05-05,,AW_A00174
2022-05-05,,AW_A00175
2022-05-05,,AW_A00176
2022-05-05,,AW_A00177
2022-05-05,,AW_A00180
2022-05-05,,AW_A00181
2022-05-05,,AW_A00178
2022-05-05,,AW_A00179
2022-05-05,,AW_A00093
2022-05-05,,AW_A00094
2022-05-05,,AW_A00186
2022-05-05,,AW_A00187
2022-05-05,,AW_A00184
2022-05-05,,AW_A00185
2022-05-05,,AW_A00124
2022-05-05,,AW_A00125
2022-05-05,,AW_A00044
2022-05-05,,AW_A00045
2022-05-05,,AW_A00141
2022-05-05,,AW_A00142
2022-05-05,,AW_A00108
2022-05-05,,AW_A00109
2022-05-05,,AW_A00110
2022-05-05,,AW_A00070
2022-05-05,,AW_A00071
2022-05-05,,AW_A00031
2022-05-05,,AW_A00032
2022-05-05,,AW_A00188
2022-05-05,,AW_A00189
2022-05-05,,AW_A00160
2022-05-05,,AW_A00161
2022-05-05,,AW_A00057
2022-05-05,,AW_A00058
2022-05-05,,AW_A00029
2022-05-05,,AW_A00030
2022-05-05,,AW_A00027
2022-05-05,,AW_A00028
2022-05-05,,AW_A00042
2022-05-05,,AW_A00043
2022-05-03,,AW_A00194
2022-05-03,,AW_A00195
2022-05-02,,AW_A00194
2022-05-02,,AW_A00195
2022-04-30,,AW_A00086
2022-04-30,,AW_A00087
2022-04-30,,AW_A00122
2022-04-30,,AW_A00123
2022-04-30,,AW_A00113
2022-04-30,,AW_A00114
2022-04-30,,AW_A00101
2022-04-30,,AW_A00102
2022-04-30,,AW_A00103
2022-04-30,,AW_A00104
2022-04-30,,AW_A00126
2022-04-30,,AW_A00127
2022-04-30,,AW_A00111
2022-04-30,,AW_A00112
2022-04-30,,AW_A00150
2022-04-30,,AW_A00151
2022-04-30,,AW_A00136
2022-04-30,,AW_A00137
2022-04-30,,AW_A00138
2022-04-30,,AW_A00139
2022-04-30,,AW_A00120
2022-04-30,,AW_A00121
2022-04-30,,AW_A00196
2022-04-30,,AW_A00197
2022-04-30,,AW_A00156
2022-04-30,,AW_A00157
2022-04-30,,AW_A00048
2022-04-30,,AW_A00049
2022-04-30,,AW_A00066
2022-04-30,,AW_A00067
2022-04-30,,AW_A00039
2022-04-30,,AW_A00040
2022-04-30,,AW_A00041
2022-04-30,,AW_A00128
2022-04-30,,AW_A00129
2022-04-30,,AW_A00016
2022-04-30,,AW_A00017
2022-04-30,,AW_A00010
2022-04-30,,AW_A00011
2022-04-30,,AW_A00174
2022-04-30,,AW_A00175
